job_mapped,skills,work_type,keyword,company
IT Operations,"['confluence', 'incident response', 'less', 'servicenow']",Remote,IT Operations,TheCorporate
IT Operations,"['dynatrace', 'jira']",Hybrid,IT Operations,PagoNxt (a Santander company)
IT Operations,"['foundation', 'notion', 'okta', 'powershell', 'python']",Remote,IT Operations,Cohere
IT Operations,"['php', 'python', 'sql']",On-site,IT Operations,VIDÓR
System Administrator,"['microsoft azure', 'microsoft sql server', 'powershell', 'siem', 'sql']",Remote,IT Operations,Sherweb
Virtualization Engineer,"['dhcp', 'powershell']",On-site,IT Operations,Tesla
IT Operations,['foundation'],Hybrid,IT Operations,KWI
IT Operations,['scrum'],On-site,IT Operations,Alibaba Group
IT Operations,"['c#', 'microsoft sql server', 'sql']",Hybrid,IT Operations,Olivi.Growth
IT Operations,"['bash', 'confluence', 'jira', 'okta', 'powershell', 'python']",On-site,IT Operations,Road
IT Operations,['scrum'],Remote,IT Operations,Umpisa Inc
IT Operations,"['foundation', 'incident response', 'jira']",Remote,IT Operations,Wifinity
IT Operations,"['bash', 'okta', 'powershell', 'python']",On-site,IT Operations,Nimble Gravity
IT Operations,"['chef', 'fortinet', 'jira']",Hybrid,IT Operations,Dyflexis
IT Operations,"['dhcp', 'microsoft azure', 'swift']",Hybrid,IT Operations,ARO Technology
IT Operations,"['foundation', 'less']",On-site,IT Operations,Julphar
IT Operations,"['bash', 'kubernetes', 'okta', 'powershell', 'python', 'terraform']",Hybrid,IT Operations,CoreWeave
IT Operations,"['github', 'less', 'okta']",Remote,IT Operations,Muck Rack
IT Operations,"['jira', 'servicenow']",On-site,IT Operations,Find Zambia Jobs
Unity Developer,"['c#', 'figma', 'git', 'unity3d']",Hybrid,Unity Developer,Supono Holdings LTD
Unity Developer,"['c#', 'machine learning']",On-site,Unity Developer,"Appodeal, Inc."
Unity Developer,"['c#', 'php']",On-site,Unity Developer,Bigpoint GmbH
Unity Developer,"['c#', 'github', 'jira', 'python']",On-site,Unity Developer,PIE Recruitment
Unity Developer,"['c#', 'git']",On-site,Unity Developer,Nordcurrent
Unity Developer,"['c#', 'foundation', 'git']",On-site,Unity Developer,Yggdrasil Gaming Ltd
Unity Developer,"['c#', 'generative ai', 'javascript', 'machine learning', 'next.js', 'node.js', 'python']",Remote,Unity Developer,Azumo
Unity Developer,['blender'],Remote,Unity Developer,Voodoo
Unity Developer,['c#'],Hybrid,Unity Developer,Ten Square Games
Unity Developer,"['a/b testing', 'c#', 'datadog', 'foundation']",Remote,Unity Developer,Plummy Games
Unity Developer,"['bash', 'bitbucket', 'c#', 'git', 'kotlin', 'powershell', 'python']",Remote,Unity Developer,Fusebox Games
Unity Developer,"['c#', 'figma', 'git', 'unity3d']",On-site,Unity Developer,Supono Holdings LTD
Unity Developer,['blender'],On-site,Unity Developer,Voodoo
Unity Developer,"['git', 'github']",Hybrid,Unity Developer,Ten Square Games
Unity Developer,"['c#', 'git', 'github']",On-site,Unity Developer,MH Cockpit
Unity Developer,['c#'],Hybrid,Unity Developer,PAPAYA
Unity Developer,['c#'],Hybrid,Unity Developer,PAPAYA
Unreal Engine-Developer,"['c++', 'game physics', 'unreal engine']",Remote,Unreal Engine-Developer,Crossing Hurdles
Unreal Engine-Developer,"['c++', 'computer vision', 'unreal engine']",On-site,Unreal Engine-Developer,General Dynamics Mission Systems–Canada
Unreal Engine-Developer,"['c++', 'foundation', 'google cloud platform (gcp)', 'unreal engine']",On-site,Unreal Engine-Developer,Recommended by
Unreal Engine-Developer,"['c++', 'foundation', 'unreal engine']",Remote,Unreal Engine-Developer,Nineteedy
Unreal Engine-Developer,"['blender', 'c++', 'computer vision', 'foundation', 'git', 'machine learning', 'python', 'unreal engine']",On-site,Unreal Engine-Developer,Autonomous Teaming
Unreal Engine-Developer,"['c++', 'machine learning', 'unreal engine']",On-site,Unreal Engine-Developer,AION ROBOTICS CORPORATION
Game Programmer,"['c++', 'unreal engine']",On-site,Game Programmer,Techland
Game Programmer,['c++'],Hybrid,Game Programmer,"GungHo Online Entertainment America, Inc."
Game Programmer,"['c++', 'java']",On-site,Game Programmer,Supercell
Game Programmer,['c#'],On-site,Game Programmer,Paradox Interactive
Game Programmer,"['c++', 'git', 'unreal engine']",Hybrid,Game Programmer,Gameloft Bucharest
Game Programmer,"['c++', 'github', 'python']",Remote,Game Programmer,Crossing Hurdles
Game Programmer,"['c#', 'c++', 'java', 'unity3d']",On-site,Game Programmer,Kooapps
Game Programmer,['c++'],On-site,Game Programmer,Supercell
Game Artist,"['3d modeling', 'bitbucket', 'git', 'github', 'gitlab', 'visual design']",Remote,Game Artist,Garawell Games
Game Artist,['blender'],Hybrid,Game Artist,Green Horse Games
Game Artist,['figma'],On-site,Game Artist,Vento Games
Game Artist,['a/b testing'],On-site,Game Artist,Paxie Games
Game Artist,['a/b testing'],On-site,Game Artist,Paxie Games
Game Artist,"['blender', 'figma', 'foundation', 'maya', 'visual design', 'wireframing']",On-site,Game Artist,Tamatem Games
Game Artist,['blender'],On-site,Game Artist,Netflix
Game Artist,['figma'],On-site,Game Artist,Amanotes
Game Artist,['sketch'],On-site,Game Artist,Wildlife Studios
Game Artist,['a/b testing'],On-site,Game Artist,Voodoo
Game Artist,['a/b testing'],On-site,Game Artist,Voodoo
Game Artist,"['3d modeling', 'a/b testing', 'blender', 'maya']",On-site,Game Artist,Paxie Games
Game Designer,['a/b testing'],On-site,Game Designer,Paxie Games
Game Designer,"['c#', 'java', 'level design', 'ruby', 'snowflake', 'unity3d']",On-site,Game Designer,N-iX
Game Designer,"['generative ai', 'godot']",Remote,Game Designer,Embedding VC
Game Designer,['jira'],Remote,Game Designer,SpinPlay Games
Game Designer,['unreal engine'],On-site,Game Designer,Grid Games
Game Designer,['a/b testing'],Hybrid,Game Designer,FDJ UNITED
Game Designer,"['c#', 'less', 'lua']",Hybrid,Game Designer,SEGA Europe
Game Designer,['unreal engine'],On-site,Game Designer,Sunbytes
Game Designer,['technical writing'],On-site,Game Designer,Nordcurrent
Game Designer,"['foundation', 'scrum']",On-site,Game Designer,ELA Games
Game Designer,['level design'],On-site,Game Designer,Pazu Games
Game Designer,"['foundation', 'level design']",On-site,Game Designer,"Unity South APAC (SEA, ANZ, IND Subcont.)"
Game Designer,"['confluence', 'jira', 'level design']",Hybrid,Game Designer,Keywords Studios
Game Designer,['level design'],Remote,Game Designer,Voodoo
Game Designer,"['adobe xd', 'figma', 'html5']",On-site,Game Designer,Dynamite Games
Game Designer,['figma'],Hybrid,Game Designer,Voodoo
Game Designer,['figma'],On-site,Game Designer,Gear Inc.
Game Designer,['workday'],Hybrid,Game Designer,Rebellion
Game Designer,"['c#', 'lua']",Hybrid,Game Designer,Electronic Arts (EA)
Game Designer,"['snowflake', 'tableau']",Remote,Game Designer,Voldex
Game Designer,['level design'],On-site,Game Designer,King
Machine Learning Engineer,"['apache spark', 'docker', 'mlops', 'machine learning', 'pytorch', 'terraform', 'vertex ai']",Remote,Machine Learning Engineer,Halo Media
Machine Learning Engineer,"['mlops', 'machine learning', 'rapid prototyping']",Remote,Machine Learning Engineer,Mekion Consulting
Machine Learning Engineer,"['mlops', 'machine learning', 'pytorch', 'python', 'scikit-learn', 'tensorflow']",On-site,Machine Learning Engineer,MNRecruit
Machine Learning Engineer,"['a/b testing', 'apache airflow', 'deep learning', 'mlops', 'machine learning', 'pytorch', 'python', 'reinforcement learning', 'sql', 'sagemaker', 'statistical analysis', 'tensorflow', 'vertex ai']",On-site,Machine Learning Engineer,ClearGrid
Machine Learning Engineer,"['computer vision', 'github', 'mlops', 'mlflow', 'machine learning', 'next.js', 'node.js', 'opencv', 'pandas', 'pytorch', 'python', 'scikit-learn', 'technical writing', 'tensorflow', 'typescript']",Hybrid,Machine Learning Engineer,ORGN Tech
Machine Learning Engineer,['machine learning'],Remote,Machine Learning Engineer,Alignerr
Machine Learning Engineer,"['data modeling', 'feature engineering', 'foundation', 'machine learning']",Hybrid,Machine Learning Engineer,Pelica Health
Machine Learning Engineer,"['apache spark', 'design systems', 'less', 'mlops', 'machine learning', 'python', 'sql', 'vertex ai']",Remote,Machine Learning Engineer,Kora
Machine Learning Engineer,"['generative ai', 'less', 'machine learning', 'python', 'sql']",Remote,Machine Learning Engineer,Constructor
Machine Learning Engineer,"['computer vision', 'large language models (llms)', 'machine learning', 'pandas', 'pytorch', 'python', 'tensorflow']",On-site,Machine Learning Engineer,Sia
Machine Learning Engineer,['machine learning'],Remote,Machine Learning Engineer,Mercor
Machine Learning Engineer,"['computer vision', 'confluence', 'deep learning', 'foundation', 'jira', 'kanban', 'mlops', 'mlflow', 'machine learning', 'opencv', 'pytorch', 'python', 'sagemaker', 'scrum', 'tensorflow', 'yolo']",Remote,Machine Learning Engineer,R3vamp
Machine Learning Engineer,"['bokeh', 'd3.js', 'deep learning', 'foundation', 'keras', 'machine learning', 'matplotlib', 'power bi', 'pytorch', 'python', 'reinforcement learning', 'scikit-learn', 'seaborn', 'tableau', 'tensorflow']",Hybrid,Machine Learning Engineer,Visium
Machine Learning Engineer,"['machine learning', 'prompt engineering', 'technical writing']",Remote,Machine Learning Engineer,Alignerr
Machine Learning Engineer,"['deep learning', 'feature engineering', 'mlops', 'machine learning', 'pandas', 'pytorch', 'python', 'sql', 'scikit-learn']",On-site,Machine Learning Engineer,OptiComm.ai
Machine Learning Engineer,"['computer vision', 'docker', 'foundation', 'kubeflow', 'mlops', 'machine learning', 'pandas', 'pytorch', 'python', 'sql', 'scikit-learn']",Hybrid,Machine Learning Engineer,Nearmap
Machine Learning Engineer,"['docker', 'github', 'kubernetes', 'mlops', 'machine learning', 'pytorch', 'python', 'sagemaker', 'tensorflow']",Remote,Machine Learning Engineer,Canoe Intelligence
Machine Learning Engineer,"['a/b testing', 'foundation', 'machine learning', 'pytorch', 'python', 'rust', 'tensorflow']",On-site,Machine Learning Engineer,Perplexity
Machine Learning Engineer,"['apache spark', 'argocd', 'databricks', 'feature engineering', 'grafana', 'hbase', 'kotlin', 'machine learning', 'neo4j', 'python', 'sql', 'typescript', 'grpc']",Hybrid,Machine Learning Engineer,ComplyAdvantage
Machine Learning Engineer,"['c++', 'deep learning', 'less', 'machine learning', 'pytorch', 'python', 'reinforcement learning', 'tensorflow']",On-site,Machine Learning Engineer,Skild AI
Machine Learning Engineer,"['machine learning', 'python', 'statistical analysis']",Remote,Machine Learning Engineer,Immersum
Machine Learning Engineer,"['computer vision', 'data modeling', 'django', 'machine learning', 'pytorch', 'python', 'sql', 'sagemaker']",Hybrid,Machine Learning Engineer,SearchWorks
Machine Learning Engineer,"['large language models (llms)', 'machine learning']",Remote,Machine Learning Engineer,Alignerr
Machine Learning Engineer,"['docker', 'fastapi', 'feature engineering', 'flask', 'keras', 'kubeflow', 'kubernetes', 'mlops', 'mlflow', 'machine learning', 'pytorch', 'python', 'sql', 'sagemaker', 'scikit-learn', 'tensorflow', 'vertex ai']",Hybrid,Machine Learning Engineer,TNP Consultants
Machine Learning Engineer,"['deep learning', 'docker', 'kubeflow', 'kubernetes', 'large language models (llms)', 'less', 'mlops', 'mlflow', 'machine learning', 'prometheus', 'prompt engineering', 'pytorch', 'python', 'rapid prototyping']",Hybrid,Machine Learning Engineer,exacare ai
Machine Learning Engineer,"['mlops', 'machine learning', 'python']",Hybrid,Machine Learning Engineer,Compare the Market
Machine Learning Engineer,"['computer vision', 'machine learning']",Remote,Machine Learning Engineer,CompanyCam
Machine Learning Engineer,['machine learning'],Remote,Machine Learning Engineer,May Mobility
Machine Learning Engineer,"['c++', 'generative ai', 'less', 'machine learning', 'mysql', 'python', 'rust', 'sql']",Remote,Machine Learning Engineer,Constructor
Machine Learning Engineer,"['c#', 'c++', 'docker', 'generative ai', 'mlops', 'machine learning', 'prompt engineering', 'pytorch', 'python', 'rust', 'tensorflow']",On-site,Machine Learning Engineer,Ubisoft Paris Studio
Machine Learning Engineer,"['chef', 'generative ai', 'machine learning', 'pytorch', 'python', 'scala']",On-site,Machine Learning Engineer,Verneek
Machine Learning Engineer,"['c++', 'deep learning', 'less', 'machine learning', 'pytorch', 'python', 'reinforcement learning', 'tensorflow']",On-site,Machine Learning Engineer,Skild AI
Machine Learning Engineer,"['deep learning', 'machine learning', 'pytorch', 'python', 'swift', 'tensorflow']",On-site,Machine Learning Engineer,Apple
Machine Learning Engineer,"['deep learning', 'foundation', 'git', 'machine learning', 'milvus', 'numpy', 'pandas', 'pinecone', 'pytorch', 'python', 'recommendation systems', 'scikit-learn', 'tensorflow']",On-site,Machine Learning Engineer,Parspec
Machine Learning Engineer,"['mlops', 'machine learning', 'postgresql', 'sql']",Hybrid,Machine Learning Engineer,agap2 España
Machine Learning Engineer,"['c++', 'computer vision', 'deep learning', 'foundation', 'java', 'machine learning', 'pytorch', 'python', 'sql', 'statistical analysis', 'tensorflow']",Remote,Machine Learning Engineer,ECRS (ECR Software Corporation)
Machine Learning Engineer,"['databricks', 'feature engineering', 'git', 'mlops', 'mlflow', 'machine learning', 'python', 'sql', 'scala']",Remote,Machine Learning Engineer,Limango Polska (A member of the Otto Group)
Machine Learning Engineer,"['computer vision', 'deep learning', 'machine learning', 'pytorch', 'python', 'tensorflow']",Remote,Machine Learning Engineer,Globaldev Group
Machine Learning Engineer,"['computer vision', 'fastapi', 'generative ai', 'git', 'github', 'machine learning', 'pytorch', 'python', 'sql', 'snowflake', 'xgboost']",Hybrid,Machine Learning Engineer,Gemmo AI
Machine Learning Engineer,"['computer vision', 'deep learning', 'machine learning', 'pytorch', 'python', 'tensorflow']",On-site,Machine Learning Engineer,Tesla
Machine Learning Engineer,"['feature engineering', 'machine learning', 'python', 'reinforcement learning', 'tensorflow']",On-site,Machine Learning Engineer,Remerge
Machine Learning Engineer,"['c++', 'java', 'javascript', 'machine learning', 'python', 'sql']",Hybrid,Machine Learning Engineer,WHIZE
Machine Learning Engineer,"['deep learning', 'docker', 'foundation', 'generative ai', 'kubernetes', 'mlops', 'mlflow', 'machine learning', 'prompt engineering', 'python']",On-site,Machine Learning Engineer,Swissquote
Machine Learning Engineer,"['github', 'langchain', 'machine learning', 'pytorch', 'scikit-learn', 'speech recognition']",On-site,Machine Learning Engineer,Avelios Medical
Machine Learning Engineer,"['c++', 'deep learning', 'machine learning', 'pandas', 'pytorch', 'python', 'tensorflow']",On-site,Machine Learning Engineer,Tesla
Artificial Intelligence Engineer,"['data modeling', 'fastapi', 'generative ai', 'mlops', 'machine learning', 'microservices architecture', 'natural language processing (nlp)', 'prompt engineering', 'python', 'solid principles']",Remote,Artificial Intelligence Engineer,SBS
Artificial Intelligence Engineer,"['docker', 'fastapi', 'langchain', 'large language models (llms)', 'llamaindex', 'mlops', 'python']",Remote,Artificial Intelligence Engineer,Hermes Corporate
Artificial Intelligence Engineer,"['foundation', 'generative ai', 'hugging face transformers', 'large language models (llms)', 'mlops', 'machine learning', 'natural language processing (nlp)', 'prompt engineering', 'pytorch', 'python', 'sagemaker', 'tensorflow', 'vertex ai']",On-site,Artificial Intelligence Engineer,MobiMind
Artificial Intelligence Engineer,"['machine learning', 'natural language processing (nlp)', 'pytorch', 'python', 'tensorflow']",On-site,Artificial Intelligence Engineer,Solis Technology
Artificial Intelligence Engineer,"['deep learning', 'javascript', 'langchain', 'llamaindex', 'machine learning', 'prompt engineering', 'python']",Remote,Artificial Intelligence Engineer,SF Technology Partners
Artificial Intelligence Engineer,"['c#', 'deep learning', 'javascript', 'prompt engineering', 'python', 'sql']",Remote,Artificial Intelligence Engineer,BOSS ERP Consulting
Artificial Intelligence Engineer,"['celery', 'docker', 'fastapi', 'langchain', 'llamaindex', 'prompt engineering', 'python']",On-site,Artificial Intelligence Engineer,Loop Recruitment
Artificial Intelligence Engineer,['generative ai'],Remote,Artificial Intelligence Engineer,HartleyCo
Artificial Intelligence Engineer,"['machine learning', 'neo4j', 'python', 'sql', 'snowflake']",Remote,Artificial Intelligence Engineer,Harnham
Artificial Intelligence Engineer,"['docker', 'foundation', 'kubernetes', 'mlops', 'machine learning']",Remote,Artificial Intelligence Engineer,Digital Waffle
Artificial Intelligence Engineer,"['github', 'graphql', 'langchain', 'python']",On-site,Artificial Intelligence Engineer,ThoughtLabs Belgium
Artificial Intelligence Engineer,['python'],Hybrid,Artificial Intelligence Engineer,Bounce Digital
Artificial Intelligence Engineer,"['prompt engineering', 'python', 'typescript']",On-site,Artificial Intelligence Engineer,Arrows
Artificial Intelligence Engineer,"['databricks', 'mlops', 'machine learning', 'python', 'sagemaker']",Hybrid,Artificial Intelligence Engineer,Searchability®
Artificial Intelligence Engineer,['python'],Hybrid,Artificial Intelligence Engineer,causaLens
Artificial Intelligence Engineer,"['langchain', 'llamaindex', 'machine learning', 'node.js', 'pinecone', 'python', 'typescript', 'weaviate']",Remote,Artificial Intelligence Engineer,Conquer AI
Artificial Intelligence Engineer,"['docker', 'kubernetes', 'mlops', 'python']",Remote,Artificial Intelligence Engineer,MBN Solutions
Artificial Intelligence Engineer,"['github', 'reinforcement learning']",On-site,Artificial Intelligence Engineer,Xircuit AI Limited
Artificial Intelligence Engineer,"['fastapi', 'less', 'pinecone', 'python', 'weaviate']",Hybrid,Artificial Intelligence Engineer,KennedyPearce Consulting
Artificial Intelligence Engineer,['automation anywhere'],Hybrid,Artificial Intelligence Engineer,Qualient Technology Solutions UK Limited
Artificial Intelligence Engineer,"['django', 'docker', 'fastapi', 'flask', 'git', 'gitlab', 'jenkins', 'kubernetes', 'mlops', 'machine learning', 'numpy', 'pandas', 'perl', 'pytorch', 'python', 'scikit-learn', 'tensorflow']",Hybrid,Artificial Intelligence Engineer,Bridgewater Resourcing Solutions Limited
Artificial Intelligence Engineer,"['celery', 'datadog', 'fastapi', 'next.js', 'pinecone', 'python', 'rabbitmq', 'redis', 'typescript']",On-site,Artificial Intelligence Engineer,Prism Digital
Artificial Intelligence Engineer,"['generative ai', 'google cloud platform (gcp)', 'large language models (llms)']",On-site,Artificial Intelligence Engineer,SourcingXPress
Artificial Intelligence Engineer,"['generative ai', 'github', 'graphql', 'langchain', 'prompt engineering', 'python']",On-site,Artificial Intelligence Engineer,ThoughtLabs Belgium
Artificial Intelligence Engineer,"['langchain', 'python']",Hybrid,Artificial Intelligence Engineer,Thomson Keene
Artificial Intelligence Engineer,"['node.js', 'typescript']",Remote,Artificial Intelligence Engineer,Christopher Ali
Artificial Intelligence Engineer,"['computer vision', 'machine learning']",On-site,Artificial Intelligence Engineer,Autonomous Production
Artificial Intelligence Engineer,"['deep learning', 'java', 'keras', 'langchain', 'machine learning', 'matplotlib', 'numpy', 'pandas', 'pytorch', 'python', 'tensorflow']",Remote,Artificial Intelligence Engineer,Sysmatch
Artificial Intelligence Engineer,"['deep learning', 'docker', 'generative ai', 'kubernetes', 'machine learning', 'pinecone', 'prompt engineering', 'pytorch', 'python', 'sql', 'sagemaker', 'tensorflow', 'vertex ai', 'weaviate']",Hybrid,Artificial Intelligence Engineer,SourcingXPress
Artificial Intelligence Engineer,"['deep learning', 'generative ai', 'git', 'large language models (llms)', 'machine learning', 'natural language processing (nlp)', 'prompt engineering', 'pytorch', 'python', 'restful apis', 'tensorflow']",On-site,Artificial Intelligence Engineer,Tata Consultancy Services
Artificial Intelligence Engineer,['python'],Hybrid,Artificial Intelligence Engineer,MBN Solutions
Artificial Intelligence Engineer,"['python', 'sql']",Hybrid,Artificial Intelligence Engineer,Grantific
Artificial Intelligence Engineer,"['docker', 'mysql', 'python', 'rapid prototyping']",Hybrid,Artificial Intelligence Engineer,develop
Artificial Intelligence Engineer,"['docker', 'fastapi', 'generative ai', 'git', 'github', 'github actions', 'kubernetes', 'langchain', 'mlops', 'mlflow', 'machine learning', 'pinecone', 'pytorch', 'python', 'scrum', 'terraform']",Hybrid,Artificial Intelligence Engineer,InnoIT Consulting
Artificial Intelligence Engineer,"['deep learning', 'informatica', 'machine learning', 'pytorch', 'python', 'scikit-learn', 'tensorflow']",Hybrid,Artificial Intelligence Engineer,Code Generations
Artificial Intelligence Engineer,['python'],Hybrid,Artificial Intelligence Engineer,SourcingXPress
Artificial Intelligence Engineer,"['cloud run', 'deep learning', 'docker', 'foundation', 'generative ai', 'google cloud platform (gcp)', 'kubeflow', 'kubernetes', 'mlops', 'mlflow', 'machine learning', 'microservices architecture', 'prompt engineering', 'pytorch', 'python', 'tensorflow', 'vertex ai']",Hybrid,Artificial Intelligence Engineer,Genpact
Artificial Intelligence Engineer,"['mlops', 'machine learning', 'pytorch', 'python', 'tensorflow']",Hybrid,Artificial Intelligence Engineer,83zero
Artificial Intelligence Engineer,"['mlops', 'python']",Hybrid,Artificial Intelligence Engineer,Explore Group
Artificial Intelligence Engineer,"['generative ai', 'mlops', 'pandas', 'pytorch', 'python', 'recommendation systems', 'sql', 'scikit-learn', 'tensorflow']",On-site,Artificial Intelligence Engineer,Milestone Marketing Solutions
Artificial Intelligence Engineer,"['deep learning', 'generative ai', 'large language models (llms)', 'machine learning', 'natural language processing (nlp)', 'pytorch', 'python', 'rag (retrieval-augmented generation)', 'scikit-learn', 'tensorflow']",Hybrid,Artificial Intelligence Engineer,SourcingXPress
Artificial Intelligence Engineer,"['foundation', 'natural language processing (nlp)']",On-site,Artificial Intelligence Engineer,ShowBird Nederland
NLP Engineer,"['elasticsearch', 'hugging face transformers', 'nltk', 'python', 'spacy']",On-site,NLP Engineer,Trunk Tools
QA Automation Engineer,"['python', 'spacy', 'uipath']",Remote,NLP Engineer,Vytwo Technologies Inc.
Artificial Intelligence Engineer,"['azure machine learning', 'data mining', 'deep learning', 'generative ai', 'java', 'machine learning', 'nltk', 'natural language processing (nlp)', 'pytorch', 'python', 'sagemaker', 'spacy', 'speech recognition', 'tensorflow']",On-site,NLP Engineer,Omniscien Technologies
NLP Engineer,"['machine learning', 'natural language processing (nlp)', 'prompt engineering', 'python']",On-site,NLP Engineer,Apple
NLP Engineer,"['bash', 'cassandra', 'd3.js', 'data lakes', 'deep learning', 'hbase', 'matlab', 'machine learning', 'microsoft azure', 'mongodb', 'nltk', 'natural language processing (nlp)', 'pandas', 'perl', 'python', 'sql', 'scikit-learn', 'spacy']",On-site,NLP Engineer,ACENTO
NLP Engineer,"['deep learning', 'docker', 'foundation', 'git', 'kubernetes', 'scrum']",On-site,NLP Engineer,Verbex.ai
NLP Engineer,"['nltk', 'natural language processing (nlp)', 'spacy']",On-site,NLP Engineer,Translation Empire PK
NLP Engineer,"['deep learning', 'github']",On-site,NLP Engineer,Unwrap
NLP Engineer,"['hugging face transformers', 'nltk', 'spacy']",On-site,NLP Engineer,Translation Empire PK
NLP Engineer,"['computer vision', 'deep learning', 'machine learning', 'pytorch', 'python', 'sql', 'tensorflow']",On-site,NLP Engineer,Point72
Computer Vision Engineer,"['c++', 'computer vision', 'opencv', 'pytorch', 'python', 'tensorflow']",Remote,Computer Vision Engineer,THRYVE
Computer Vision Engineer,"['computer vision', 'java', 'machine learning', 'python']",Hybrid,Computer Vision Engineer,Neural Grader
Computer Vision Engineer,"['computer vision', 'deep learning', 'machine learning', 'opencv', 'pytorch', 'python', 'tensorflow']",On-site,Computer Vision Engineer,Müller's Solutions
Computer Vision Engineer,"['c++', 'computer vision', 'machine learning', 'python']",On-site,Computer Vision Engineer,Harmattan AI
Computer Vision Engineer,"['computer vision', 'docker', 'feature engineering', 'foundation', 'git', 'github', 'github actions', 'machine learning', 'numpy', 'opencv', 'pandas', 'pytorch', 'python', 'scikit-learn', 'tensorflow']",Hybrid,Computer Vision Engineer,ViewsML
Computer Vision Engineer,"['computer vision', 'generative ai', 'lottie', 'mlops', 'machine learning', 'pytorch', 'python', 'sql']",On-site,Computer Vision Engineer,Harnham
Computer Vision Engineer,"['c++', 'computer vision', 'opencv', 'python']",On-site,Computer Vision Engineer,VINFAST
Computer Vision Engineer,"['computer vision', 'mlops', 'machine learning', 'pytorch', 'python', 'sql']",Hybrid,Computer Vision Engineer,Harnham
Computer Vision Engineer,"['computer vision', 'machine learning', 'python', 'sql']",On-site,Computer Vision Engineer,Müller's Solutions
Computer Vision Engineer,"['c++', 'computer vision', 'opencv', 'pytorch', 'python', 'tensorflow']",Remote,Computer Vision Engineer,THRYVE
Computer Vision Engineer,"['alteryx', 'automation anywhere', 'c++', 'computer vision', 'data mining', 'deep learning', 'docker', 'flask', 'informatica', 'keras', 'kubernetes', 'machine learning', 'opencv', 'pytorch', 'python', 'sql', 'tableau', 'tensorflow', 'teradata']",On-site,Computer Vision Engineer,Master Works
Computer Vision Engineer,['computer vision'],On-site,Computer Vision Engineer,Rendin
Computer Vision Engineer,"['computer vision', 'deep learning', 'mlops', 'machine learning', 'pytorch', 'python', 'tensorflow']",On-site,Computer Vision Engineer,Hermes Corporate
Computer Vision Engineer,"['computer vision', 'deep learning', 'fpga', 'informatica', 'keras', 'machine learning', 'numpy', 'opencv', 'pytorch', 'python', 'scipy', 'tensorflow', 'yolo']",On-site,Computer Vision Engineer,Find Your Doctor
Computer Vision Engineer,"['computer vision', 'machine learning', 'python', 'sql']",Hybrid,Computer Vision Engineer,Harnham
Computer Vision Engineer,"['c++', 'computer vision', 'python']",Hybrid,Computer Vision Engineer,Electric Wings UAS
Computer Vision Engineer,"['computer vision', 'deep learning', 'docker', 'git', 'opencv', 'pytorch', 'python', 'yolo']",Remote,Computer Vision Engineer,Flatgigs
Computer Vision Engineer,"['c#', 'c++', 'computer vision', 'deep learning', 'machine learning']",Hybrid,Computer Vision Engineer,Between Technology
Computer Vision Engineer,"['computer vision', 'machine learning', 'python']",Hybrid,Computer Vision Engineer,Faculty
Computer Vision Engineer,"['computer vision', 'foundation', 'git', 'keras', 'less', 'machine learning', 'python', 'tensorflow']",Hybrid,Computer Vision Engineer,Cross International
Computer Vision Engineer,"['computer vision', 'design systems']",On-site,Computer Vision Engineer,Pittsburgh Robotics Network
Computer Vision Engineer,['computer vision'],On-site,Computer Vision Engineer,Munin
Computer Vision Engineer,"['c++', 'computer vision', 'python']",On-site,Computer Vision Engineer,Harmattan AI
Computer Vision Engineer,['computer vision'],On-site,Computer Vision Engineer,metamorphosis GmbH
Computer Vision Engineer,"['c++', 'computer vision', 'deep learning', 'generative ai', 'machine learning', 'opencv', 'pytorch', 'python', 'rabbitmq', 'tensorflow', 'grpc']",On-site,Computer Vision Engineer,Razer Inc.
Computer Vision Engineer,"['computer vision', 'docker', 'git', 'kubernetes', 'machine learning', 'python']",On-site,Computer Vision Engineer,Polysense
Computer Vision Engineer,"['c++', 'computer vision', 'git', 'java', 'matlab', 'machine learning', 'python', 'workday']",On-site,Computer Vision Engineer,The Applied Research Laboratory at Penn State University
Computer Vision Engineer,"['bash', 'computer vision', 'deep learning', 'docker', 'kubeflow', 'kubernetes', 'machine learning', 'numpy', 'pandas', 'pytorch', 'sql', 'scipy', 'scikit-learn']",Remote,Computer Vision Engineer,SQUAD
Computer Vision Engineer,"['c++', 'computer vision', 'deep learning', 'opencv', 'pytorch', 'python', 'tensorflow']",On-site,Computer Vision Engineer,Kodifly
Computer Vision Engineer,"['computer vision', 'deep learning', 'docker', 'pytorch', 'python']",On-site,Computer Vision Engineer,Visarsoft
Computer Vision Engineer,"['c++', 'computer vision', 'deep learning', 'docker', 'informatica', 'opencv', 'pytorch', 'tensorflow']",Remote,Computer Vision Engineer,E80 Group
Computer Vision Engineer,"['c++', 'computer vision', 'deep learning', 'edge computing', 'opencv', 'pytorch', 'python', 'tensorflow', 'yolo']",On-site,Computer Vision Engineer,Quantum Systems
Computer Vision Engineer,"['c++', 'computer vision', 'machine learning', 'matplotlib', 'numpy', 'opencv', 'pytorch', 'python', 'tensorflow']",On-site,Computer Vision Engineer,PTx Trimble
